OBJECTID,PUBLIC_NAME,LABEL,Exclude,PARENT_NAME,NESTED,OFFICIAL_NAME,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
474,Chamounix Aerial Adventure Course,Aerial Adventure,Yes,West Fairmount Park,Y,,Treetop Quest,0,3730 CHAMOUNIX DR,19131,3401 W GIRARD AVE,51 Chamounix Dr;3401 W GIRARD AVE,16.8760356,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,16,N,N,N,"Original lease agreement went to centerline, reduced to curbline. Created in 2018",116511.1992,1722.400687
475,Boathouse Row,Boathouse Row,Yes,East Fairmount Park,Y,,,0,870 KELLY DR,19130,N/A,,4.31957624,NEIGHBORHOOD_PARK,BOATHOUSE_LAUNCH,7,5,5,9,N,Y,N,"Located in East Fairmount Park. Unofficial boundary that denotes the area known as Boathouse Row, includes all boathouses in this stretch of Kelly Drive (except Lloyd Hall)",29797.77734,1238.652446
476,Mollbore Terrace Park at 8th St,Mollbore Terrace,Yes,Mollbore Terrace Park,Y,,,235,703 MOLLBORE TER,19148,701 1/2 MOLLBORE TER,"1226 MOLLBORE TER, Mollbore Ter & 8th;701 1/2 MOLLBORE TER",0.47767365,POCKET_PARK,BREEZEWAY_ISLAND,9,7,1,3,N,N,N,,3289.863281,269.0542447
477,Mollbore Terrace Park at 11th St,Mollbore Terrace,Yes,Mollbore Terrace Park,Y,,,431,1032 MOLLBORE TER,19148,1032 MOLLBORE TER,"1226 MOLLBORE TER, Mollbore Ter & 11th",0.47017059,POCKET_PARK,BREEZEWAY_ISLAND,9,7,2,3,N,N,N,,3238.238281,267.7319959
478,Mollbore Terrace Park at 12th St,Mollbore Terrace,Yes,Mollbore Terrace Park,Y,,,283,1226 MOLLBORE TER,19148,1226 MOLLBORE TER,Mollbore Ter & 12th,0.48178102,POCKET_PARK,BREEZEWAY_ISLAND,9,7,2,3,N,N,N,,3318.21875,270.6049008
479,Yorktown at Saratoga Pl,Yorktown,Yes,Yorktown Commons,Y,,Yorktown at N Dondil Pl,3497,1599 DONDILL PL,19122,N/A,,0.10026945,POCKET_PARK,BREEZEWAY_ISLAND,10,6,5,22,N,N,N,,691.8203125,136.9995994
480,Yorktown at Queens Pl,Yorktown,Yes,Yorktown Commons,Y,,,3498,1501 QUEENS PL,19122,N/A,,0.12990782,POCKET_PARK,BREEZEWAY_ISLAND,10,6,5,22,N,N,N,,896.3203125,144.7968388
481,Yorktown at Betsy Ross Pl,Yorktown,Yes,Yorktown Commons,Y,,Yorktown at S Dondil Pl,3499,1401 DONDILL PL,19122,N/A,,0.09913636,POCKET_PARK,BREEZEWAY_ISLAND,10,6,5,22,N,N,N,,683.9765625,135.1420769
482,Yorktown at Guilford Pl,Yorktown,Yes,Yorktown Commons,Y,,,3500,1400 GUILFORD PL,19122,N/A,,0.12570272,POCKET_PARK,BREEZEWAY_ISLAND,10,6,5,22,N,N,N,,867.2695313,141.9410516
483,Yorktown at Patrick Henry,Yorktown,Yes,Yorktown Commons,Y,,,3501,1220 PATRICK HENRY PL,19122,N/A,,0.22130851,POCKET_PARK,BREEZEWAY_ISLAND,10,6,5,22,N,N,N,,1526.800781,194.9792578
484,Yorktown at Kings Pl,Yorktown,Yes,Yorktown Commons,Y,,,3502,1303 KINGS PL,19122,N/A,,0.10000667,POCKET_PARK,BREEZEWAY_ISLAND,10,6,5,22,N,N,N,,689.953125,126.2616573
485,Yorktown Commons,Yorktown,Yes,Yorktown Commons,N,,,3618,,19122,N/A,1599 DONDILL PL; 1501 QUEENS PL; 1401 DONDILL PL; 1400 GUILFORD PL; 1220 PATRICK HENRY PL; 1303 KINGS PL,0.77633167,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,10,6,5,22,Y,Y,N,,5356.136719,880.1204817
486,Lucien E Blackwell Park,Blackwell,No,Lucien E Blackwell Park,N,Lucien E. Blackwell Park,Mill Creek Park,3835,4615 FAIRMOUNT AVE,19139,4615 FAIRMOUNT AVE,,2.05984969,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,16,Y,Y,N,PPR has long term lease of land from PHA.,14207.46875,482.7300465
487,Fish Hatchery at Pleasant Hill Park,Fish Hatchery,No,Pleasant Hill Park,Y,,Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch,1255,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE,37.53187179,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,N,N,N,Former PWD Site,259457.957,3119.596223
488,Vine Street Park (95),Vine St Park,Yes,Vine Street Park,Y,,,2798,VINE STREET EXP,19107,,,7.16202553,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10,5,1,6,N,N,N,Vine Street Expressway Agreement with PENNDOT 4/22/1986,49387.30469,3601.835254
489,Vine Street Park (676),Vine St Park,Yes,Vine Street Park,Y,,,2798,VINE STREET EXP,19107,,,4.70609579,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,"7, 10",5,"1, 5","6, 9",N,N,N,Vine Street Expressway Agreement with PENNDOT 4/22/1986,32453.30469,9101.830262
490,Vine Street Park,Vine St Park,Yes,Vine Street Park,N,,,2798,VINE STREET EXP,19107,,,11.86812132,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,"7, 10",5,"1, 5","6, 9",Y,Y,N,Vine Street Expressway Agreement with PENNDOT 4/22/1986,81840.60938,12703.66552
491,Burholme Park Driving Range,Burholme Range,Yes,Burholme Park,Y,,Burholme Family Fun Center,489,401 W COTTMAN AVE,19111,7370 CENTRAL AVE,Cottman & Central;7370 CENTRAL AVE,12.33298596,NEIGHBORHOOD_PARK,ATHLETIC_GOLF,1,1,10,2,N,N,N,,85322.68359,1178.902792
492,Morris and Penn Park,Morris and Penn,Yes,Morris and Penn Park,N,,West Penn Playground,3830,353 W PENN ST,19144,351 W PENN ST; 353 W PENN ST; 355 W PENN ST,351-55 W PENN ST;351 W PENN ST; 353 W PENN ST; 355 W PENN ST,0.09678997,POCKET_PARK,MISC_PARK,4,4,8,39,Y,Y,N,IN DEVELOPMENT,668.75,104.5393584
493,Peters Island,Peters Island,Yes,Peters Island,N,,,3111,,19131,,,1.91202987,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,7,5,4,16,Y,Y,N,,13182.78516,668.2361374
494,Parkside Fields,Parkside Fields,No,West Fairmount Park,Y,,,0,5351 PARKSIDE AVE,19131,,,0.84955026,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,4,19,N,Y,N,,5863.152344,312.0127209
495,Manayunk Bridge,Manayunk Bridge,No,Manayunk Bridge,N,Manayunk Bridge,Dupont & High St,0,100 DUPONT ST,19127,111 DUPONT ST,High St and Dupont St;111 DUPONT ST,1.9092385,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,4,4,4,5,Y,Y,N,"PPR has a long term lease with SEPTA for this site (Manayunk Canal, Ivy Ridge Branch (Cynwyd Branch)); Elevated Bridge goes over PPR Site Manayunk Canal",13192.09375,1798.942187
496,Ivy Ridge Greenway,Ivy Ridge,Yes,Ivy Ridge Greenway,N,,Ivy Ridge Branch;Cynwyd Branch,0,4850 UMBRIA ST,19127,4850 UMBRIA ST,4850 UMBRIA ST,3.6685471,NEIGHBORHOOD_PARK,UNDEVELOPED,4,4,4,5,N,N,N,"Undeveloped Greenway/Breezeway; PPR has a long term lease with SEPTA for this site (Manayunk Canal, Ivy Ridge Branch (Cynwyd Branch))",25352.67578,2593.644728
497,Dr Martin Luther King Jr Older Adult Center,King Older Adult Center,No,Dr Martin Luther King Jr Older Adult Center,N,"Dr. Martin Luther King, Jr. Older Adult Center",M.L. King Older Adult Center,3078,2102 W CECIL B MOORE AVE,19121,2100-06 CECIL B MOORE AVE; 2100-04 CECIL B MOORE AVE,2100-06 CECIL B MOORE AVE; 2100-04 CECIL B MOORE AVE,0.33110061,POCKET_PARK,OLDER_ADULT_CENTER,6,6,5,22,Y,Y,Y,Formerly a Redevelopment site,2284.726563,197.5638007
498,Dr Martin Luther King Jr Recreation Center,King Rec,No,Dr Martin Luther King Jr Recreation Center,N,"Dr. Martin Luther King, Jr. Recreation Center",ML King Recreation Center,1985,2101 W CECIL B MOORE AVE,19121,2101-35 CECIL B MOORE AVE,2101-35 CECIL B MOORE AVE,5.25374198,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,5,22,Y,Y,Y,,36254.09375,760.5025014
499,Devereaux Ave Trailhead at K and T Trail,,Yes,Devereaux Ave Trailhead at K and T Trail,N,,,0,5298 DEVEREAUX AVE,19135,STREET ROW - Legal Card LC008654,,0.24867724,POCKET_PARK,GREENWAY_PARKWAY,2,2,6,15,N,Y,N,Parking lot trailhead for the K&T Trail,1717.632813,180.7432536
500,Basilica Green,Basilica Green,Yes,Benjamin Franklin Parkway,Y,,,3123,1773 RACE ST,19103,201-07 N 18TH ST,201-07 N 18TH ST,0.23518769,POCKET_PARK,GREENWAY_PARKWAY,7,5,5,9,N,Y,N,,1621.742188,165.4342958
501,31st and York Courts,31st and York,No,31st and York Courts,N,,Strawberry Mansion 31st and York Pocket Park,3832,3101 W YORK ST,19132,2400-06 N 31ST ST,2400-06 N 31ST ST,0.22689783,POCKET_PARK,ATHLETIC_OTHER,6,6,5,22,Y,Y,N,,1566.296875,166.3618822
502,31st and Cumberland Play Lot,31st and Cumberland,Yes,31st and Cumberland Play Lot,N,,Strawberry Mansion 31st and Cumberland Pocket Park,3833,2462 N 31ST ST,19132,2458-62 N 31ST ST,2458-62 N 31ST ST,0.20888781,POCKET_PARK,MISC_PARK,6,6,5,22,Y,Y,N,,1442.015625,160.1011892
503,31st and Huntingdon Play Lot,31st and Huntingdon,Yes,31st and Huntingdon Play Lot,N,,Napa Street Playground; Strawberry Mansion 31st and Huntingdon Pocket Park,3834,2550 N 31ST ST,19132,2548-56 N 31ST ST,2548-56 N 31ST ST,0.22439853,POCKET_PARK,MISC_PARK,6,6,5,22,Y,Y,N,,1549.144531,171.7810012
504,Carpenter Green Park,Carpenter Green,No,Carpenter Green Park,N,,Carpenter's Green;17th and Carpenter Play Lot; Carpenter Green Park and Greenspace,3831,920 S 17TH ST,19146,914-28 S 17TH ST,914-28 S 17TH ST,0.28240636,POCKET_PARK,SQUARE_PLAZA,7,7,2,17,Y,Y,N,Maintenance is split between PPR and the FCGP.,1946.351563,184.8877432
505,South Philadelphia High School Park,S Phila HS Park,Yes,South Philadelphia High School Park,N,,,3839,2125 S BROAD ST,19148,2101 S BROAD ST,2101-49 S BROAD ST;2101 S BROAD ST,0.53898164,NEIGHBORHOOD_PARK,UNDEVELOPED,9,7,1,3,Y,Y,N,School District land leased to PPR.,3713.050781,421.112362
506,Fletcher B Amos Playground,Amos,No,Fletcher B Amos Playground,N,Fletcher B. Amos Playground,,1809,1843 N 16TH ST,19121,1817-59 N 16TH ST,1817-59 N 16TH ST;1839 N 16TH ST,1.01672898,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,5,22,Y,Y,Y,,7016.183594,383.2383572
507,Bartrams Mile Trail Greenway,Bartrams Greenway,No,Bartrams Mile Trail Greenway,N,,Bartram's Mile; Bartrams South,0,,19143,,,9.2170296,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,8,3,"12,18",Y,Y,N,In Development,63509.93359,2635.375719
508,Rail Park,Rail Park,No,Rail Park,N,The Rail Park,,3838,1250 NOBLE ST,19123,,1136 CALLOWHILL ST,0.87211244,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10,5,1,6,Y,Y,N,Elevated former railway.,6009.941406,825.0791511
509,11th and Venango Play Lot,11th and Venango,No,11th and Venango Play Lot,N,,Williams Reed Moore Memorial Park,3079,3600 N 11TH ST,19140,3600 N 11TH ST,3600 N 11TH ST,0.97286459,NEIGHBORHOOD_PARK,RECREATION_SITE,6,3,5,25,Y,Y,N,"Former School District Site that was acquired by the City/PPR in 2020. Renovation in 2021, name change ordinance should be introduced Fall 2021.",6718.480469,325.8537044
510,Maplewood Mall Plazas,Maplewood,Yes,Maplewood Mall Plazas,N,,,3840,1 W ARMAT ST,19144,5530-34 GERMANTOWN AVE; 5537-41 GREENE ST,5530-34 GERMANTOWN AVE; 5537-41 GREENE ST; Germantown Ave & W Armat St; Greene St & W Armat St,0.40225827,POCKET_PARK,SQUARE_PLAZA,4,4,8,14,Y,Y,N,PPR is responsible for the northern and southern plazas. Other portions of the property maintained by Streets and Germantown Special Services District.,2781.394531,310.0085345
511,Nicetown Park,Nicetown,No,Nicetown Park,N,,Nicetown Triangle,2957,4301 GERMANTOWN AVE,19140,4327-43 N GRATZ ST;4327R N GRATZ ST;4301-05 GERMANTOWN AVE;4369-71 GERMANTOWN AVE;1822-30 W CAYUGA ST,4301 GERMANTOWN AVE;4377 GERMANTOWN AVE;4377 GERMANTOWN AVE;4369-71 GERMANTOWN AVE;1822-30 W CAYUGA ST,2.84345519,NEIGHBORHOOD_PARK,MISC_PARK,3,4,8,39,Y,Y,N,DPP Ownership/Missing Central Piece is School District,19644.14844,1282.093539
512,Wissahickon East,Wissahickon East,No,Wissahickon East,N,,,3093,7530 ANDERSON ST,19119,,"7530 ANDERSON ST, 315 WOODBROOK LN",5.614821,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4,4,8,14,Y,N,N,Not completely parcelized,38846.41797,951.5237705
513,Ottinger Tract,Ottinger,Yes,Ottinger Tract,N,,,2807,7808 NIXON ST,19128,"7808 NIXON ST, 7868 NIXON ST",7868 NIXON ST,4.48294957,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4,4,4,5,Y,N,N,,30993.54688,1441.505083
514,25th and Dauphin District Headquarters,25th and Dauphin (District HQ),Yes,25th and Dauphin District Headquarters,N,,Maintenance Division;Neighborhood Parks and Construction Unit Headquarters;District 6 Satellite Office,718,2501 W SEDGLEY AVE,19132,2503-09 W SEDGLEY AVE;2200-08 N 25TH ST,2503-09 W SEDGLEY AVE;2200-08 N 25TH ST,0.46465035,POCKET_PARK,OPERATIONS,6,6,5,22,N,N,N,,3207.203125,278.2430371
515,Sedgely and Fletcher Warehouse,Sedgely Warehouse,Yes,Sedgely and Fletcher Warehouse,N,,Sedgley Storeroom;Maintenance Warehouse,3103,2528 W SEDGLEY AVE,19132,2528-34 W SEDGLEY AVE,W Sedgley Ave & N 26th St;2528-34 W SEDGLEY AVE,0.77390188,NEIGHBORHOOD_PARK,OPERATIONS,6,6,5,22,N,N,N,,5341.640625,356.1780924
516,Bartrams Mile Trail Greenway (56th),Bartrams Greenway,Yes,Bartrams Mile Trail Greenway,Y,,Bartram's Mile; Bartrams South,3100,3101 S 56TH ST,19143,3101 S 56TH ST,3101 S 56TH ST;3000 S 56TH ST,3.90991478,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,8,3,12,N,N,N,Partially Developed. Southern Portion in plans for development,26938.65625,1408.519673
517,Bartrams Mile Trail Greenway (Grays Ferry),Bartrams Greenway,Yes,Bartrams Mile Trail Greenway,Y,,Bartram's Mile North End;Bartram's Trail Extension,3791,1637 S 49TH ST,19143,1637 S 49TH ST,S 49TH ST and BOTANIC AVE;1637 S 49TH ST;1633 S 49TH ST;1699 S 49TH ST,5.30711482,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,8,3,18,N,N,N,,36571.26953,1226.855814
518,Fox Chase - Lorimer Trail Greenway (Rhawn),Fox Chase-Lorimer Greenway,Yes,Fox Chase - Lorimer Trail Greenway (Rhawn),N,,,99999,439 RHAWN ST,19111,,Rhawn St and Elberon Ave;8217 BURHOLME AVE,3.58935629,NEIGHBORHOOD_PARK,UNDEVELOPED,1,1,10,7,Y,N,N,No Public Access. Undeveloped Land awaiting Fox Chase - Lorimer Trail.,24840.66797,2152.448099
519,Philadelphia Museum of Art,Museum of Art,Yes,East Fairmount Park,Y,The Philadelphia Museum of Art,Art Museum Complex,3463,2600 BENJAMIN FRANKLIN PKY,19130,2500 SPRING GARDEN ST,26th & Ben Franklin Pkwy;2500 SPRING GARDEN ST;2850 ANNE DHARNONCOURT WAY,24.54730276,NEIGHBORHOOD_PARK,MUSEUM,7,5,5,9,N,Y,N,,169316.6484,1983.048997
520,Boone Park,Boone,Yes,Boone Park,N,,Manayunk Park,602,4200 BOONE ST,19128,"4200 BOONE ST, 4171 CHURCHVIEW ST",Boone & Churchview;4171 CHURCHVIEW ST,1.80264015,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4,4,4,5,Y,N,N,,12455.51953,909.895816
521,Loretto and Gilham Triangle,Loretto and Gilham,Yes,Loretto and Gilham Triangle,N,,Cranford Ave andd Magee Ave Traffic Island; Northeast Garden,245,1385 GILHAM ST,19111,Registry - 144N070092,6540 LORETTO AVE,0.16159592,POCKET_PARK,BREEZEWAY_ISLAND,2,1,9,2,Y,Y,N,,1116.867188,144.694698
522,Spring Gardens,Spring Gardens,Yes,Spring Gardens,N,The Spring Gardens,,3800,1828 NORTH ST,19130,1818-28 NORTH ST;1832 NORTH ST;1801-33 WALLACE ST;629-35 N 19TH ST;620-24 N 18TH ST ,1818-28 NORTH ST;1832 NORTH ST;1801-33 WALLACE ST;629-35 N 19TH ST;620-24 N 18TH ST,1.96308068,NEIGHBORHOOD_PARK,URBANAGRICULTURE_GARDEN,7,6,5,9,Y,Y,N,Lease from 2021-2036.,13540.66797,489.451075
523,Fairmount Drainage Rights of Way (Poquessing),Fairmount Drain ROW (Poquessing),Yes,Fairmount Drainage Rights of Way (Poquessing),N,,,3495,,0,,,88.9263106,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,"6, 10","7, 8",N,N,N,,615440.0234,15527.03978
524,Fairmount Drainage Rights of Way (Pennypack),Fairmount Drain ROW (Pennypack),Yes,Fairmount Drainage Rights of Way (Pennypack),N,,,3495,,0,,,85.56242657,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,"6, 10","7, 8",N,N,N,,592346.2773,11884.17856
