OBJECTID,parkLat,parkLng
"157"," 40.0014055057586","-75.1079588634676"
"159"," 40.0609133202939","-75.0263686627599"
"160"," 40.0124625544228","-75.096609104206"
"161"," 40.0402946921013","-75.0534061414089"
"162"," 40.0517618865402","-75.1771899385502"
"163"," 40.0489843046085","-75.1238669506927"
"164"," 40.0678065368142","-75.2373350491219"
"165"," 40.0304023642659","-75.1358439781432"
"166"," 39.9263559063444","-75.2398194350106"
"168"," 39.9710212535121","-75.236723392031"
"169"," 39.9082712501568","-75.2460215166887"
"170"," 40.0005265249986","-75.1374519419383"
"171"," 40.0256281640175","-75.0540743101685"
"172"," 40.0380313035383","-75.1365348172934"
"175"," 39.9232370780676","-75.230410953283"
"176"," 39.9677460137733","-75.2233750434078"
"177"," 40.0500517623669","-75.1592214516455"
"179"," 40.0960928326401","-74.9727565002302"
"180"," 39.9786792420764","-75.1516193176055"
"181"," 40.0449584839713","-75.1685482513103"
"182"," 39.984324554235","-75.1118461156742"
"183"," 40.0180908324442","-75.1876897026124"
"184"," 39.9895367006616","-75.1508665079525"
"185"," 39.9153072725102","-75.1539411987765"
"186"," 39.9992618853582","-75.1063897669197"
"187"," 39.9418577482667","-75.2102971834624"
"188"," 39.9668596296345","-75.1512543157863"
"190"," 40.0360037019237","-75.0273066719007"
"192"," 39.9804947347957","-75.118470770115"
"193"," 40.0573679289682","-75.1820871212307"
"194"," 39.9777805116613","-75.1788391784069"
"195"," 40.0238237649674","-75.1664703891187"
"197"," 40.0210246873496","-75.0927977755453"
"198"," 39.9825432041219","-75.0993441342756"
"199"," 39.9819018681078","-75.240467985519"
"200"," 39.9355451400632","-75.1832334661103"
"201"," 39.9194935476849","-75.1565170476186"
"202"," 40.04274084552","-75.1564194814437"
"203"," 40.0169891316471","-75.088285686604"
"204"," 39.9331643729886","-75.1647869092634"
"205"," 39.9338178042836","-75.1598245805846"
"206"," 39.9313023763311","-75.1892994220728"
"207"," 40.0579802320104","-75.1878689453565"
"208"," 40.0334386146748","-75.2296191799796"
"210"," 39.9203605768543","-75.1831722595797"
"211"," 39.9158012195183","-75.1789457353408"
"212"," 40.0324020016448","-75.0410413083153"
"213"," 40.0246295450052","-75.0800063020641"
"214"," 39.9755826433132","-75.1508506495865"
"215"," 39.9778457484775","-75.1322829265134"
"216"," 39.9339014611316","-75.151738265521"
"217"," 40.0163888452281","-75.0632490093767"
"218"," 40.0480213946536","-75.1792065848726"
"219"," 40.0815810872808","-75.1759235596139"
"220"," 39.9684570077807","-75.1672464103116"
"221"," 39.9712580870559","-75.2167186482507"
"223"," 40.0122970208622","-75.0920834503724"
"224"," 40.0022625041877","-75.1749983559437"
"225"," 39.942016604637","-75.1716356699386"
"226"," 39.9276700732118","-75.1516144189573"
"227"," 40.0284109448241","-75.044365763864"
"228"," 40.0219510642161","-75.1208427088527"
"229"," 39.9413537101344","-75.1581431789599"
"230"," 39.9487068845037","-75.2343757477635"
"231"," 39.9336040004548","-75.1501745072277"
"232"," 39.9686465486297","-75.1498637699431"
"233"," 39.9201090175831","-75.2238172542335"
"234"," 39.9084127324784","-75.2489654787269"
"235"," 39.9361362455769","-75.1977642575281"
"236"," 40.022776892229","-75.0927949534256"
"237"," 40.02936821145","-75.0610430766964"
"238"," 40.0419029938553","-74.992291453167"
"239"," 39.9977605607842","-75.0983610585619"
"240"," 39.9910823644369","-75.1389916706517"
"241"," 40.0325732543364","-75.160332711828"
"242"," 39.9382456167021","-75.1740131612102"
"243"," 39.9380039289635","-75.1928082314929"
"244"," 40.0417563840332","-75.2282210226116"
"245"," 39.9862647781924","-75.103384701378"
"246"," 39.9658283779289","-75.2159683611763"
"247"," 40.0399803398504","-75.1743308253072"
"248"," 40.0019813411125","-75.2083976999113"
"249"," 39.967623709581","-75.1958396627815"
"251"," 39.9656647317251","-75.1681039269702"
"252"," 40.00379733154","-75.1045657154876"
"253"," 39.9615930400747","-75.1689878554814"
"254"," 39.9753166903613","-75.2274900775352"
"255"," 39.9723402768125","-75.1310056935671"
"256"," 39.9906371960824","-75.0971518075864"
"257"," 40.0216233536925","-75.0481039389358"
"259"," 39.9968122251616","-75.1492191600887"
"260"," 39.9427928121247","-75.1529844868496"
"262"," 39.9228921757503","-75.1729417361474"
"263"," 40.0362035523236","-75.1449772548113"
"265"," 39.9316446630364","-75.1627314929127"
"266"," 40.025643880844","-75.2210806907397"
"267"," 39.9290811181314","-75.1695811493586"
"268"," 39.986029525398","-75.1516313272423"
"269"," 39.9436084769548","-75.1592695637071"
"270"," 39.9857472689595","-75.1396551304831"
"271"," 40.0233807585583","-75.2220614414008"
"272"," 39.9728720933419","-75.1373632984945"
"273"," 39.9566439424095","-75.2386226725759"
"276"," 39.9468046734737","-75.2371509700842"
"278"," 39.9659448328557","-75.2009215131063"
"279"," 39.9784328946294","-75.1351283104107"
"280"," 39.9717797982255","-75.1280196632975"
"281"," 39.9349287464958","-75.145983095792"
"282"," 39.9942445247257","-75.123469458406"
"284"," 40.0063727652394","-75.1613218173032"
"286"," 39.9326774700012","-75.1454494234955"
"290"," 40.0078203078412","-75.1618820718603"
"291"," 39.930673268921","-75.1485127628642"
"292"," 39.918706142481","-75.2331451723151"
"293"," 39.9837761310491","-75.1234330110018"
"294"," 39.9317183021657","-75.2203823297565"
"295"," 40.0304126501511","-75.2201764429049"
"296"," 39.9384489444547","-75.1634664102207"
"298"," 39.9793477423937","-75.1279383243411"
"299"," 39.9393174185353","-75.1645376426435"
"300"," 40.0426301916862","-75.0398933331551"
"302"," 39.9650879906086","-75.1907937143555"
"303"," 39.963448349356","-75.2296179664618"
"305"," 40.0470110611378","-75.0140101476818"
"306"," 39.982530096711","-75.1089107136245"
"307"," 39.9328949716927","-75.1551925949466"
"308"," 39.9406618772424","-75.1628061805979"
"309"," 39.9264289326919","-75.1634306488663"
"310"," 39.9822416093993","-75.1070012139187"
"312"," 39.9886171098941","-75.1329226742451"
"314"," 39.9667573793","-75.137192947314"
"316"," 39.9862332851709","-75.1166112365713"
"317"," 39.9230482337821","-75.1573552968519"
"319"," 39.9773644689913","-75.2311984222412"
"320"," 39.9831264415282","-75.1474784677841"
"321"," 39.9890614675678","-75.138199609668"
"322"," 39.9475992715882","-75.1797827750824"
"323"," 40.0020156107981","-75.1657681497602"
"324"," 39.9895229472855","-75.1463217328066"
"325"," 40.0006464576109","-75.1555806588065"
"326"," 39.9864611041394","-75.1013980855234"
"327"," 39.988811466344","-75.1577327574504"
"329"," 39.9406916545678","-75.1554095212412"
"330"," 39.9531913732441","-75.2165715737046"
"331"," 39.9734667688482","-75.1989462565434"
"332"," 40.0041147752964","-75.102479055208"
"333"," 39.9915909832644","-75.1330456911749"
"336"," 39.9639883456601","-75.196465579935"
"337"," 39.9638935110292","-75.1911065726078"
"338"," 39.9835108415443","-75.1281983512365"
"340"," 40.0022413363312","-75.1132825400954"
"343"," 40.013950144351","-75.0804830789174"
"344"," 39.9993460268761","-75.1466171334453"
"347"," 40.0216110429561","-75.2131332900808"
"349"," 39.9735004083186","-75.1428465068731"
"351"," 40.0019569399558","-75.1293754237933"
"352"," 39.9460662545801","-75.183332511472"
"358"," 40.0058459498482","-75.1742302420547"
"359"," 39.9722236509896","-75.127189861016"
"360"," 39.994995672233","-75.1869534851536"
"361"," 39.9409169380872","-75.179310367812"
"362"," 39.931458989826","-75.1777585699376"
"364"," 40.0643621432295","-75.1542538680176"
"372"," 39.9821894726384","-75.1715817849349"
"373"," 39.9392485971282","-75.1555985574671"
"388"," 39.977658837303","-75.0966723234971"
"395"," 39.9884899454158","-75.1462703783102"
"417"," 39.9876845471423","-75.1749718835641"
"420"," 39.9426593031628","-75.2172314311617"
"421"," 39.9331284500015","-75.1937528663467"
"425"," 39.9627679862423","-75.1435903879737"
"434"," 40.0903547120151","-75.0218954819166"
"436"," 39.9956619409309","-75.1275642958121"
"441"," 40.0953388105894","-74.9737949591365"
"450"," 39.9598947985174","-75.2575855790456"
"451"," 39.9616512873973","-75.2102596658574"
"452"," 40.0686329555712","-75.0920265320198"
"460"," 40.1044683064678","-74.9648116559744"
"468"," 39.9810853542876","-75.1393764970139"
"486"," 39.9647931406279","-75.2147331265871"
"498"," 39.9810416612564","-75.1699191170971"
"504"," 39.939938957664","-75.1714757912196"
"506"," 39.9816208928042","-75.1603150195162"
"507"," 39.9341429551535","-75.2090962221249"
"509"," 40.0073625173068","-75.1465621018866"
"511"," 40.0201156288301","-75.1552801987592"
"512"," 40.0695485677293","-75.1914828279966"
