X,Y,OBJECTID,PARK_NAME,AGE_RANGE,DATE_INSTALLED,COMMENTS,DATA_SOURCE
-75.0498874028574,40.0282926661409,1,Joseph F Vogt Playground,5_12_YEARS,2008/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0628791811814,40.016068294458,2,Victor J Moss Memorial Field,5_12_YEARS,2019/10/01 00:00:00+00,Installed during renovations 10/2019,"Pictometry 2020,Capital Drawings"
-75.2100764028395,39.9422850736278,3,48th and Woodland Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0763048699927,40.0142394980842,4,William (Billy) Gambrel Playground,5_12_YEARS,2009/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1236168485949,39.9944888364794,5,Marian Winfield Hissey Recreation Center,5_12_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1988296685942,39.9733075284736,6,Clayborne and Lewis Playground,5_12_YEARS,2004/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.011820946871,40.0560715711442,7,Thomas Holme School Playground,5_12_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.167215095532,39.9688833390501,8,Francisville Recreation Center,5_12_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1010689293192,40.0459092019909,9,Lawncrest Recreation Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-74.9744272031744,40.079447439046,10,Corporal Jimmy OConnor Memorial Playground,5_12_YEARS,2012/01/01 00:00:00+00,Formerly Chalfont Playground,Pictometry 2021
-75.0345876256812,40.0300171789308,11,Charles A Russo Playground,5_12_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1193375335742,39.9951185138029,12,McPherson Square,2_5_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1423264192288,39.9716583424125,13,Thomas Hart Park,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1510580833714,39.9558615114041,14,Franklin Square,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1372472907824,39.9724698832745,15,Hancock Playground,5_12_YEARS,2020/08/01 00:00:00+00,,"Pictometry 2020;Rebuild Construction Updates 2020"
-75.1294667838453,40.0018435769146,16,John (Steve) Schmidt Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0801095297078,40.0241052453791,17,Joseph C McIlvain Playground,5_12_YEARS,,,"Google Street View 2018, Pictometry 2020"
-75.1536893425177,39.9155185616273,18,Lawrence E Murphy Recreation Center,5_12_YEARS,2017/01/01 00:00:00+00,,NearMap 2021
-74.9893219099009,40.0952011771668,19,Michael Palmer Playground,5_12_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1963279367064,39.9640191843914,20,37th and Mount Vernon Playground ,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.137034956803,40.0384475857691,21,A Albert Cherashore Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.164349946428,39.9331664850538,22,Columbus Square,5_12_YEARS,,,NearMap 2021
-74.9976693079096,40.0589268996067,23,Torresdale Recreation Center,5_12_YEARS,2019/01/01 00:00:00+00,,NearMap2021
-75.0971852274094,40.0127562953595,24,Boniface Piccoli Playground,5_12_YEARS,2017/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-74.9915630824383,40.0680625948836,25,Thomas Mitchell Playground,5_12_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1432440424009,39.9627603903833,26,Northern Liberties Recreation Center,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1014369625768,39.9863506080621,27,Frank Glavin Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2320260992519,39.9152173603464,28,J Francis Finnegan Playground,5_12_YEARS,2017/01/01 00:00:00+00,Next to Recreation Center,"Cyclomedia 2018, Playground Equipment 2017, Capital Data 2019, Pictometry 2020"
-75.0803261275796,40.0138934115899,29,Wilmot Park,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017,Pictometry 2020"
-75.2225773889606,39.9671090384164,30,West Mill Creek,5_12_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1743704249508,40.0394237013983,31,Morton Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0508218346138,40.0618281422985,32,George C Pelbano Playground,5_12_YEARS,,No Signage. No Fence.,"Pictometry 2020; GIS Field Verified 9/2020"
-75.1452397660437,39.9653500688578,33,Lawrence Street Playground,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1770516242811,40.0361329150859,34,Vernon Park,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1327555359718,39.98888045733,35,Waterloo Playground,5_12_YEARS,2021/10/01 00:00:00+00,"2021 Renovation, moved to this location.","NearMap 2021, Capital Drawings 2021"
-75.1479239082026,39.9441770243681,36,Delancey Park,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1281113247448,39.9665746473436,37,Penn Treaty Park,2_12_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1303049466236,39.9998002448287,38,Jose Manuel Collazo Park,5_12_YEARS,2017/07/01 00:00:00+00,,NearMap 2021
-75.1417067656558,39.9868800728599,39,Rainbow De Colores Playground,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.106799684213,39.9991942251292,40,Harrowgate Park,UNKNOWN,,,"Pictometry 2020, Playground Equipment 2017"
-75.1351421016366,39.9781591100109,41,Michael J Towey Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1562263819556,39.9193243621317,42,Mifflin Square,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2132698645828,40.0216528257376,43,Wissahickon Neighbors Playground,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1218804311981,40.0006092140506,44,Sergeant John J McVeigh Recreation Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1431421791224,40.0100163071657,45,Butler and Percy Play Lot,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1573444835365,40.0612369571705,46,William B Simons Recreation Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1001559754478,39.9833742958311,47,Reverend M Monkiewicz Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.002656677645,40.0523899994513,48,George Jacobs Playground,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.0040367943062,40.0490939818252,49,Ronald Trumbette Playground,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1749578466637,40.0019435984111,50,James Allen Shuler Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1457660148154,39.9347069451759,51,Shot Tower Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1551059844579,39.933057876571,52,Gold Star Park,5_12_YEARS,2020/11/01 00:00:00+00,,Capital and Communications Info 2020
-75.211749047595,40.0291131592615,53,W Freeland Kendrick Recreation Center,5_12_YEARS,,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.1511304758224,39.9334925563513,54,Solomon Sacks Playground,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0545143777444,40.0187961211056,55,American Legion Playground,5_12_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.167570888799,39.9654544812566,56,Roberto Clemente Playground,5_12_YEARS,2011/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2341923618031,39.9673634486086,57,Haddington-Marshall L Shepard Sr Recreation Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1495009148508,39.9288170210963,58,Karen Donnelly Park,UNKNOWN,,,Cyclomedia 2020
-75.1312114936674,40.043133541381,59,Fisher Park,5_12_YEARS,,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.1359639178074,40.0313348780671,60,John L Barrett Playground,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.2311053071567,40.0686441379798,61,Samuel F Houston Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1785300208685,39.9780400421786,62,Athletic Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1741621467083,40.0058186354273,63,Etting Park,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2495976404969,39.9510737819264,64,Rufus O Williams Memorial Playground,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.147349552973,39.9831347568495,65,8th and Diamond Playground,5_12_YEARS,2021/07/01 00:00:00+00,Installed 2020-2021 (Rebuild),"Capital Drawings 2021; NearMap 2021"
-75.2374880600354,39.9467548991874,66,Sherwood Park,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2259563561277,39.9526244917349,67,Malcolm X Memorial Park,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1833438181184,39.9482135598272,68,William H (Billy) Markward Memorial Playground,5_12_YEARS,2017/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.08159351372,40.0410020071412,69,Seymour Tarken Recreation Center,2_5_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.0212468418741,40.0438188979255,70,Frankford and Solly Playground,UNKNOWN,,,Street Smart 2020
-75.1708850664853,39.9145694221987,71,Marconi Plaza,5_12_YEARS,,On the Southeast Side,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1563397944911,40.0425788334015,72,Belfield Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1506910613884,39.9210933840219,73,Reverend Edward P Burke Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1178235369123,39.9814409680239,74,Frederick Cione Playground,5_12_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1791876762697,40.0474895941157,75,Daniel E Rumph II Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1798659456073,39.9980909939079,76,29th and Chalmers Playground,5_12_YEARS,2010/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2006342662934,40.0759272772301,77,Water Tower Recreation Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.2479781542053,39.9588493804311,78,Johnny Sample Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1104384690301,40.0339834553939,79,Garland and Bingham Fields,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2034463173004,40.0225453670263,80,David P Montgomery Field,5_12_YEARS,,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.188211702046,40.0577461474029,81,Mount Airy Playground,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.073318113476,40.011080460187,82,Carmella A DiTizio Playground,5_12_YEARS,2020/08/01 00:00:00+00,Installed during renoations 8/2021,NearMap 2021
-75.2408492617337,39.9820701805294,83,Ernest L Tustin Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1773495785502,39.9036145695331,84,Franklin Delano Roosevelt Park,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2207831700617,40.02541799162,85,Pretzel Park,5_12_YEARS,2019/03/01 00:00:00+00,,"Capital 2020; Pictometry 2020"
-75.1635534939411,39.9385552111124,86,Hawthorne Cultural Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017"
-75.228103462482,40.0416878010287,87,Joseph V Kelly Memorial Playground,5_12_YEARS,,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.221378788757,39.9537590629828,88,Ben Barkan Park,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1596927083079,40.0500333310874,89,Lonnie Young Recreation Center of East Germantown,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.138068629626,39.9891608415226,90,Frank S Nelson Jr Memorial Recreation Center,5_12_YEARS,2020/01/01 00:00:00+00,Installed between 2019-2020.,Pictometry 2020
-75.0765099095515,40.0565918415784,91,Thomas E Jardel Memorial Field,2_5_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.2459833616506,39.9434896194243,92,Robert Wilson III Park,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1612627455721,40.0063895790837,93,Jerome Brown Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1807340431848,40.0254497022063,94,Cloverly Park,UNKNOWN,,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.178602773431,39.9153480576142,95,Commodore John Barry Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1232195501238,40.0493906622862,96,Helen G Sturgis Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1875942754625,40.0087951186384,97,Harry S McDevitt Playground,5_12_YEARS,2013/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1329399087626,39.991690296768,98,Gerald J Maguire Playground,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017"
-75.2117561550469,39.9561528692229,99,45th and Sansom Tot Lot,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.043977836472,40.028090785473,100,Disston Recreation Center,2_5_YEARS,2019/11/01 00:00:00+00,Installed during 2019/2020 renovations,"Pictometry 2020, Rebuild Construction Updates 2020"
-75.2291321971892,40.034025931778,101,Hillside Recreation Center,5_12_YEARS,,Next to Recreation Center,"Cyclomedia 2018, Playground Equipment 2017, NearMap2021"
-75.1741025199703,39.9379305689498,102,Charles H Chew Jr Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1234663644634,39.9837020514142,103,Black Coyle and McBride Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1714469473726,39.9420291560831,104,Marian Anderson Recreation Center,5_12_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2062848190461,39.9992943418943,105,Ford Road Playground,2_12_YEARS,,West Fairmount Park,Capital Data 2019. Pictometry 2020
-75.1495903752684,39.9969024345408,106,12th and Cambria Playground,5_12_YEARS,2011/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0612426039966,40.0292537666661,107,Lower Mayfair Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1372773906485,39.96706360172,108,Tip Top Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1842671314907,39.9793496198613,109,Howard McCall Sr Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1181466672171,39.9765542437203,110,Webb Street Play Lot,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1690436629788,40.0455495557289,111,Waterview Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2204737415892,40.0367469178669,112,Susan Gorgas Park,5_12_YEARS,,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.1869017997817,39.9948660982055,113,Strawberry Mansion Playground,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1322727630713,39.9774530717781,114,Dan Shissler Recreation Center,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2009696876699,39.9658420435071,115,Norman (Butch) Ellis Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0886359893341,40.0170716650854,116,Overington Park,UNKNOWN,,,Street Smart 2020
-75.1598083149051,39.9437990665584,117,Charles Seger Park,5_12_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1828402059283,39.9359550693686,118,Wharton Square,5_12_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-74.9720366599354,40.096416849212,119,Eileen Fitzpatrick Playground,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1799047456167,40.0332677956458,120,Price Street Play Lot,2_5_YEARS,,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.0243258347878,40.0482137648259,121,James J Ramp Playground,5_12_YEARS,,,"On-Site Assessment, Pictometry 2020"
-75.1725965151147,39.923237444394,122,Thomas I Guerin Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1693724143273,40.0200867215188,123,Fernhill Park,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1467188369523,40.0509200085287,124,Morris Estate Cultural Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0484224045107,40.0212646374609,125,Frank JG Dorsey Memorial Playground,2_5_YEARS,2018/11/05 00:00:00+00,,"Google Street View 2018, Pictometry 2020"
-75.209333430911,39.9473297325052,126,Clarence H Clark Park,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1697879039635,39.9804081917902,127,Dr Martin Luther King Jr Recreation Center,5_12_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1124068290235,39.9840720696314,128,Cohocksink Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1908829367219,39.9637241823938,129,James L Wright Playground,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, PPR Buildings & Structures"
-75.1433760313682,40.0159568781276,130,Hunting Park,UNKNOWN,,"In the southern portion of the park, just north of the baseball field","Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1457457691289,40.0204880796253,131,Wingohocking Park,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1282943118005,39.9834203164714,132,Hagert Street Playground,2_5_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1053539618117,40.0147222397883,133,Joseph A Ferko Playground,5_12_YEARS,,,"Cyclomedia 2020, Pictometry 2020"
-75.2087384501555,40.0023014428298,134,Woodside Park,5_12_YEARS,2010/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-74.9895550933615,40.0806194788441,135,Elizabeth M Picariello Playground,5_12_YEARS,2010/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1583078371559,39.9409963919366,136,Walter Palumbo Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1511754556014,39.9755215542417,137,Marie Dendy Recreation Center,5_12_YEARS,2016/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.243289765298,39.9661695988839,138,Horton Street Play Lot,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1557102925201,40.0007720500028,139,Heritage Park Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1753815862834,39.9873320523132,140,Eric W (Hank) Gathers Jr Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2313349760209,39.977233235333,141,Charles A Baker Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0825160246311,40.0744135162112,142,Fox Chase Recreation Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1889061514199,39.9308016430141,143,George A Vare Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0212534284592,40.0915737573265,144,Officer Robert Hayes Memorial Playground,5_12_YEARS,2020/01/01 00:00:00+00,Installed between 2019 and 2020.,"NearMap2021, Rebuild Construction Updates 2020, Capital Drawings"
-74.9701206054304,40.1028472517099,145,Jim Junod Recreation Center,5_12_YEARS,2012/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1175943375546,40.0429106380128,146,Olney Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.236444090584,39.9710385243882,147,Carroll Park,UNKNOWN,2018/05/01 00:00:00+00,,NearMap 2021
-75.2107167901287,40.017798076431,148,Sabatino La Noce Park,2_5_YEARS,,,"Google Street View 2018, Playground Equipment 2017, Pictometry 2020"
-75.1072552131611,39.9822786306025,149,Thomas P Stokley Recreation Center,5_12_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0529896725632,40.0394475884287,150,Mayfair Recreation Center,2_5_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1603039390569,39.9818937441077,151,Fletcher B Amos Playground,5_12_YEARS,2013/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1823492085481,40.0569539126466,152,Pleasant Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1660112088704,40.0018897454124,153,Vincent G Panati Playground,5_12_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.0265213643425,40.0362341375632,154,Holmesburg Recreation Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.0673924281359,39.9996846742421,155,Bridesburg Recreation Center,5_12_YEARS,2015/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1505669648274,39.9380930093534,156,Weccacoe Square,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1457565423431,39.9739514744782,157,Narcissa S Cruz Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0705417957539,40.0389528451494,158,Max Myers Playground,5_12_YEARS,2018/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2372128685939,39.905777141722,159,Eastwick Park,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2227718756362,39.9482425023871,160,Cedar Park,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1576604034587,39.9888592489422,161,Marie Winchester Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2347577199742,39.9489768677694,162,Albert W Christy Sr Recreation Center,5_12_YEARS,2017/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.2034554031957,40.0513139052949,163,Allens Lane Art Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.1380408467933,40.0009561829056,164,Ramonita Negron Rivera Recreation and Community Center,5_12_YEARS,2019/05/01 00:00:00+00,,NearMap 2021
-75.1391219032281,39.9905720963083,165,Fairhill Square,5_12_YEARS,2017/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1525675534283,40.0244215916609,166,Stenton Park,5_12_YEARS,2019/03/01 00:00:00+00,Installed during 2019 Renovations.,NearMap 2021
-75.1753006063331,40.081521027053,167,Dorothy Emanuel Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1181325493396,40.0342956922303,168,Charles J Ziehler Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1946055222832,39.9215266200184,169,29th and Passyunk Park,2_5_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.0966273719279,39.9906881809255,170,Bernard Samuel Playground,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1975657794585,39.936451673334,171,Jacob Stinger Park,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1549550378223,39.9635069210303,172,10th and Lemon Playground,UNKNOWN,,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1928910514338,39.9375486121001,173,Donald P Finnegan Recreation Center,5_12_YEARS,2017/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1726676480677,39.9165183953549,174,Marconi Plaza,5_12_YEARS,,On the Northwest Side,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1346945572285,39.9826237092782,175,Norris Square,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.2501754765478,39.9691130431019,176,William T Granahan Playground,5_12_YEARS,2020/11/01 00:00:00+00,,"Capital and Communications 2020, NearMap2021"
-75.1656928775689,40.0536721644427,177,Awbury Park and Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1771515683954,40.0516014568484,178,Cliveden Park,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1085341129109,40.0014167858753,179,Joseph A Scanlon Playground,UNKNOWN,,,"Pictometry 2020, Playground Equipment 2017"
-75.0540362468573,40.0261294311156,180,Franklin Delano Roosevelt Playground,5_12_YEARS,2020/10/01 00:00:00+00,Installed during Renovations in 10/2020,NearMap 2021
-75.1514373183259,39.9277243497461,181,John Dickinson Square,5_12_YEARS,,,"Google Street View 2018, Pictometry 2020"
-75.2285796810518,39.9754028536666,182,Conestoga Community Playground,5_12_YEARS,2016/10/01 00:00:00+00,,NearMap 2021
-75.0987858036903,39.997689463371,183,Robert T Heitzman Recreation Center,5_12_YEARS,,,"Pictometry 2020, Playground Equipment 2017"
-75.0935764508442,40.0300176785518,184,Edward Houseman Playground,5_12_YEARS,,,"Cyclomedia 2018, Pictometry 2020"
-75.1657310635481,40.0239109958025,185,Happy Hollow Recreation Center,5_12_YEARS,,,"Cyclomedia 2018, Playground Equipment 2017, NearMap2021"
-75.1570397670577,39.9228930598243,186,James Otis Ford Playground,5_12_YEARS,2016/01/01 00:00:00+00,,"Cyclomedia 2018, Playground Equipment 2017"
-75.1524419409755,39.9426444819429,187,Starr Garden Playground,5_12_YEARS,,,"Cyclomedia 2018, Pictometry 2020"
-75.2134908986814,39.9306560266241,188,Bartrams Garden,UNKNOWN,,,Street Smart 2020
-75.0337305686579,40.1001709143942,189,William A Lackman Memorial Playground,5_12_YEARS,2014/01/01 00:00:00+00,,"Capital Data 2019, Pictometry 2020"
-75.1958103641836,39.9672723323999,190,Miles Mack Playground,5_12_YEARS,2021/03/01 00:00:00+00,Rebuild renovations in 2021,NearMap2021
