GEOID,placekey,distance,probability,PC1,PC2,PC3,PC4,PC5
"421010113001",zzz-222@63s-dvz-ct9,3.45,0.0663430420711974,2.328613177238,7.09366424527973,3.87947579038782,1.54546525969575,2.81493334647542
"421010113001",zzz-222@63s-dw2-3qz,2.33,0.00647249190938511,2.65960221400576,6.57337922259634,3.04315497194659,1.26487401938193,2.76175936773531
"421010113001",zzz-223@628-pgc-g6k,3.13,0.0113268608414239,5.16262662129204,7.13999679213016,5.10882542423431,1.16412597635046,2.59766821900405
"421010357021",zzz-222@628-ph6-qfz,25.67,0.2,2.01958087420261,7.60459676462763,3.74555429964899,2.0526718322743,2.37873640590839
"421010357021",zzz-222@628-pm4-mrk,27.23,0.2,2.06661259425264,7.03954592934979,2.94918863596892,4.09350893127732,2.79934931766507
"421010357021",zzz-222@628-pm7-3kf,32.55,0.2,0,2.67571653584526,6.44028477011282,4.38050280805763,3.85024321898184
"421010357021",zzz-222@63s-dvq-5fz,29.03,0.2,1.56030582454526,6.51032308868768,3.34423142582027,2.0912803216238,2.60721541021631
"421010357021",zzz-222@63s-dvr-d7q,33.86,0.2,1.38364518170779,7.70811032956101,2.8165304572209,3.23521616432673,1.24346386203653
"421010170003",zzw-222@628-pg9-tgk,5.92,0.130434782608696,1.95793295708317,7.23333884418028,2.39980712700128,4.33168267994285,0.535930166272136
"421010170003",zzy-222@628-pg8-r6k,4.51,0.347826086956522,3.59413181585703,5.34163289933881,1.38815236725603,1.09078181459806,1.2809123380916
"421010170003",zzz-222@628-pg9-hwk,2.71,0.152173913043478,2.82414328996215,5.48343087097416,2.22970347989465,1.40783864970696,2.09519018003617
"421010170003",zzz-222@628-pgf-kcq,4.99,0.173913043478261,12.4609835505124,3.44493184897903,0,2.76149964072911,0.779366122225239
"421010170003",zzz-222@628-pgm-3wk,1.33,0.108695652173913,4.34116103508901,7.32152562503264,4.86756692980928,0.95338683756224,2.57520081574269
"421010170003",zzz-222@628-pm8-vj9,17.05,0.0869565217391304,4.89287674184626,5.27454670458479,1.44301496056122,1.92070839806376,6.93032609743401
"421010237004",zzz-222@628-pmd-xwk,16.59,0.125,0.760847891102499,6.43750245596033,2.36567397537601,1.04533797915613,1.88069094818512
"421010237004",zzz-222@63s-dvq-5fz,16.02,0.625,1.56030582454526,6.51032308868768,3.34423142582027,2.0912803216238,2.60721541021631
"421010237004",zzz-222@63s-dvr-d7q,20.86,0.125,1.38364518170779,7.70811032956101,2.8165304572209,3.23521616432673,1.24346386203653
"421010237004",zzz-222@63s-dvx-2tv,12.78,0.125,1.52094902732592,7.77406167618694,4.00650590216763,1.98016586519789,2.44836912652744
"421010037011",zzw-222@628-pgc-q9f,11.72,0.0248447204968944,4.74397817287085,7.55103686696103,5.0916109401491,2.04343756209913,2.51442442699136
"421010037011",zzz-222@628-pm3-v9f,0.87,0.0496894409937888,1.79651135854398,6.09763108085088,3.22946862201922,2.04208723306715,2.57352292653348
"421010037011",zzz-222@628-pm3-xyv,1.93,0.0248447204968944,2.93233923626789,6.30091023724166,1.90700899010385,3.98017032005292,3.8738232648817
"421010037011",zzz-222@628-pm4-47q,2.32,0.0248447204968944,1.43521424644992,7.16955328237758,3.2757740132809,2.07310490805851,2.73620492653194
"421010037011",zzz-222@628-pm7-3kf,1.54,0.0248447204968944,0,2.67571653584526,6.44028477011282,4.38050280805763,3.85024321898184
"421010037011",zzz-222@628-pm7-mff,1.35,0.0807453416149068,1.43662660174972,7.17705454122727,3.31276568282818,2.072404738192,2.75212036001319
"421010037011",zzz-222@628-pm7-nnq,1.49,0.341614906832298,1.26754984981395,7.21060215615657,3.32057180351784,1.98985202027763,2.74355001166876
"421010037011",zzz-222@628-pm8-vj9,3.65,0.0559006211180124,4.89287674184626,5.27454670458479,1.44301496056122,1.92070839806376,6.93032609743401
"421010037011",zzz-222@628-pm9-jn5,1.2,0.242236024844721,1.39988243830498,7.17852172510094,3.27811188851699,2.05531112227267,2.73167449893938
"421010037011",zzz-222@628-pmd-rhq,3.9,0.0248447204968944,1.14329129762899,6.35312239643056,2.27543836065302,1.23802900453651,1.85983216185275
"421010037011",zzz-222@628-pmd-tn5,3.84,0.0248447204968944,1.32258026486293,6.79610508378117,2.78326708981573,1.30042719299751,3.01744190402116
"421010037011",zzz-222@628-pmd-yqf,2.02,0.0248447204968944,1.85012947392063,6.66207381335086,2.79266191349602,2.42616621011932,1.97903176435013
"421010037011",zzz-222@63s-dvr-d7q,5.35,0.0559006211180124,1.38364518170779,7.70811032956101,2.8165304572209,3.23521616432673,1.24346386203653
"421010311011",222-222@628-pgm-jgk,13.14,0.1,2.5079700166201,6.23284356564639,1.93831089885309,1.71851357102748,2.63814093614872
"421010311011",zzw-222@628-pgc-q9f,16.06,0.1,4.74397817287085,7.55103686696103,5.0916109401491,2.04343756209913,2.51442442699136
"421010311011",zzy-222@628-pg8-r6k,14.72,0.1,3.59413181585703,5.34163289933881,1.38815236725603,1.09078181459806,1.2809123380916
"421010311011",zzz-222@628-pgd-v9f,17.94,0.2,2.1544288608645,8.35519129573635,4.00771722760647,3.01108461089878,1.25160400218809
"421010311011",zzz-222@628-pgk-pgk,14.22,0.1,2.41973751693833,9.42339412628985,5.51064689172307,5.45487987758292,2.61469660880061
"421010311011",zzz-222@628-pgm-jgk,12.63,0.1,2.02145750363094,6.30713133387396,1.98530431198526,1.43715426668072,2.65433414663433
"421010311011",zzz-222@628-pm8-vj9,22.92,0.1,4.89287674184626,5.27454670458479,1.44301496056122,1.92070839806376,6.93032609743401
"421010311011",zzz-222@63s-dvr-35z,25.32,0.1,1.65154729473325,7.53657131307578,2.57252299723026,3.22947092290793,1.21156560159586
"421010311011",zzz-222@63s-dwg-ct9,25.58,0.1,1.38540992208967,7.70797194712067,2.8179625191118,3.23381291970861,1.24368657415506
"421010197001",zzy-222@628-pg8-r6k,9.01,0.142857142857143,3.59413181585703,5.34163289933881,1.38815236725603,1.09078181459806,1.2809123380916
"421010197001",zzy-222@63s-dvx-xqz,14.18,0.142857142857143,1.66495260224947,7.12133443773344,3.25038505313059,2.50502443060001,5.12165866117282
"421010197001",zzz-222@628-pm7-nnq,15.65,0.142857142857143,1.26754984981395,7.21060215615657,3.32057180351784,1.98985202027763,2.74355001166876
