Places,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u
El Capitan Meadow,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.0,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0
Tunnel View,0.061224489795918366,0.0,0.04081632653061224,0.0,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,0.10204081632653061,0.04081632653061224,0.0,0.12244897959183673,0.0,0.22448979591836735,0.04081632653061224,0.16326530612244897,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.061224489795918366
Bridalveil Falls,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.037037037037037035,0.0,0.07407407407407407,0.18518518518518517,0.07407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.14814814814814814,0.037037037037037035,0.14814814814814814,0.0,0.037037037037037035,0.0,0.07407407407407407
Yosemite Valley View,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.1
Glacier Point,0.10810810810810811,0.0,0.02702702702702703,0.0,0.02702702702702703,0.10810810810810811,0.02702702702702703,0.0,0.08108108108108109,0.08108108108108109,0.05405405405405406,0.1891891891891892,0.10810810810810811,0.0,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.05405405405405406
Curry Village,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333
Four Mile Trailhead,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705
Ahwahnee Historic Building,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
Valley Visitor Center,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941
Lower Yosemite Fall,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
Sentinel Bridge,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.0,0.0,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.0
