OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
1045,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0084449,,N,17.7915055363792
1046,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.26686073,,N,560.872982839636
1047,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0172863,,N,36.2423550728139
1048,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01252983,,N,26.3495717127085
1049,Cobbs Creek Trail,COBBS_LOWER,,Cobbs Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.21728829,,N,456.51397995425
1050,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11806385,,N,248.255939811694
1051,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00652504,,N,13.7169046545983
1052,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00650003,,N,13.6900514691926
1053,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01243479,,N,26.1809986211799
1054,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04769929,,N,100.465485001914
1055,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02830727,,N,59.5845345024775
1056,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0276666,,N,58.1879986873264
1057,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.06122572,,N,128.970185480037
1058,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.2736707,,N,575.46273412038
1059,Trolley Trail,WEST_FAIRMOUNT,,,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03725476,,N,78.2989424017885
1060,Trolley Trail,WEST_FAIRMOUNT,,<Null>,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00787494,,N,16.5515668824598
1061,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14084798,,N,296.341807244572
1062,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02134956,,Y,44.9266012587651
1063,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00588341,,Y,12.3641617675836
1064,Minor Trail,EAST_FAIRMOUNT,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00339547,,Y,7.12417686306101
1065,Minor Trail,EAST_FAIRMOUNT,,Fairmount Water Works Trail and Boardwalk,,MINOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.04095951,,N,85.9565900964715
1066,Fairmount Water Works Boardwalk,EAST_FAIRMOUNT,,Fairmount Water Works Trail and Boardwalk,,MINOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.05926966,,N,124.641042270616
1067,Boxers Trail,EAST_FAIRMOUNT,,Boxers' Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.68314592,,N,1435.12074602801
1068,Discovery Center - Reservoir Walk,EAST_FAIRMOUNT,,Discovery Center - Reservoir Walk,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.14857449,,N,312.1264589191
1069,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.25705393,,N,539.551701134161
1070,East Fairmount Greenway,EAST_FAIRMOUNT,,East Fairmount Greenway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.63998911,,N,1347.55930055425
1071,East Fairmount Greenway,EAST_FAIRMOUNT,,East Fairmount Greenway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.07739053,,N,162.967044580443
1072,East Fairmount Greenway,EAST_FAIRMOUNT,,East Fairmount Greenway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.28307073,,N,595.944746687067
1073,East Fairmount Greenway,EAST_FAIRMOUNT,,East Fairmount Greenway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04005949,,N,84.3689376508918
1074,Boxers Trail,EAST_FAIRMOUNT,,Boxers' Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.15893207,,N,333.835170414894
1075,Boxers Trail,EAST_FAIRMOUNT,,Boxers' Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04528686,,N,95.0907258360062
1076,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01686066,,N,35.4609567058219
1077,Strawberry Mansion Stairs,EAST_FAIRMOUNT,,Strawberry Mansion Stairs,,MINOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.03951238,,N,83.1416536657823
1078,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.24832131,,N,521.834534536423
1079,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03714883,,N,78.0773395387325
1080,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01601758,,N,33.7084898004319
1081,Strawberry Mansion Bridge North Sidepath,EAST_FAIRMOUNT,,Strawberry Mansion Bridge North Sidepath,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.23825465,,N,500.30057005467
1082,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.39632964,,N,832.136176867299
1083,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11266862,,N,236.547183443351
1084,Strawberry Mansion Bridge South Sidepath,EAST_FAIRMOUNT,,Strawberry Mansion Bridge South Sidepath,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.24509558,,N,514.67403946131
1085,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01763355,,N,36.9990279427241
1086,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13106151,,N,275.797600470993
1087,Trolley Trail - Falls Road Connector,WEST_FAIRMOUNT,,Falls Road Connector,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01599963,,N,33.5728195265659
1088,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13938412,,N,292.92961449031
1089,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.05730871,,N,120.54545512678
1090,Chamounix Sidepath,WEST_FAIRMOUNT,,Chamounix Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02450536,,N,51.5529077657101
1091,Chamounix Sidepath,WEST_FAIRMOUNT,,Chamounix Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.57224952,,N,1203.02408035578
1092,Chamounix Sidepath,WEST_FAIRMOUNT,,Chamounix Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.6098129,,N,1280.4153946743
1093,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02122688,,N,44.6885154062852
1094,Grays Ferry Crescent,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.04994429,,N,104.972001334951
1095,Delaware River Trail - Penn Treaty,OTHER,,Delaware River Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.11208154,,N,235.196004536687
1096,Minor Trail,POQUESSING_FLUEHR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.12449896,,N,262.025711400465
1097,Minor Trail,POQUESSING_FLUEHR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04062138,,N,85.4010844644936
1098,Minor Trail,POQUESSING_FLUEHR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04651066,,N,97.7952128392123
1099,Minor Trail,POQUESSING_FLUEHR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.26102627,,N,549.042036312147
1100,Minor Trail,POQUESSING_FLUEHR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01696856,,N,35.7124403184999
1101,Minor Trail,POQUESSING_FLUEHR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01559901,,N,32.7580363309652
1102,Minor Trail,POQUESSING_FLUEHR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.42952418,,N,903.389201700937
1103,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04035313,,N,84.9446601547474
1104,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02193349,,N,46.1616055832941
1105,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04111458,,N,86.4719635922481
1106,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03673225,,N,77.1160464281026
1107,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15407679,,N,324.210202467618
1108,Trolley Trail,WEST_FAIRMOUNT,Demo Trail,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07267968,,N,152.797794190163
1109,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11106294,,N,233.010890185349
1110,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09221831,,N,193.59833305424
1111,Frankford Creek Greenway,TACONY_FRANKFORD,,Frankford Creek Greenway,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,1.08323809,,N,2277.75885030582
1112,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07136126,,N,150.120154137311
1113,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04793398,,N,100.782179802856
1114,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04739717,,N,99.6189980967008
1115,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0705444,,N,148.368933609378
1116,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.15614991,,N,328.435657486459
1117,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.10358042,,N,217.566214887407
1118,Minor Trail,WEST_FAIRMOUNT,420,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05598897,,N,117.647418444959
1119,Minor Trail,WEST_FAIRMOUNT,420,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08187843,,N,172.106924436482
1120,Minor Trail,WEST_FAIRMOUNT,420,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.4348696,,N,913.970117878629
1121,Minor Trail,WEST_FAIRMOUNT,420 Connector,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02126262,,N,44.619456409562
1122,Minor Trail,WEST_FAIRMOUNT,CP Shortcut,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02912409,,N,61.1480815710144
1123,Minor Trail,WEST_FAIRMOUNT,Cabbage Patch,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07026576,,N,147.603146634006
1124,Minor Trail,WEST_FAIRMOUNT,Cabbage Patch,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1438028,,N,302.255786626945
1125,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04623864,,N,97.1016233904699
1126,Minor Trail,WEST_FAIRMOUNT,Brass Monkey,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23639597,,N,496.605554721737
1127,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13052108,,N,274.39027075162
1128,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03852101,,N,80.8775404856652
1129,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03084855,,N,64.8143434297972
1130,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03105861,,N,65.2722761838533
1131,Minor Trail,WEST_FAIRMOUNT,Short Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01523341,,N,32.0035795285645
1132,Minor Trail,WEST_FAIRMOUNT,Short Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03718846,,N,78.1405137407677
1133,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00407393,,N,8.56370119841108
1134,Minor Trail,WEST_FAIRMOUNT,Short Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10855282,,N,228.095388260243
1135,Minor Trail,WEST_FAIRMOUNT,Short Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04310405,,N,90.6658265442561
1136,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17457459,,N,367.077041471963
1137,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19041764,,N,400.386889610482
1138,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06103034,,N,128.399728976622
1139,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00610356,,N,12.8219138311885
1140,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07487144,,N,157.32577373438
1141,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02979339,,N,62.6605794705005
1142,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00932667,,N,19.5821071056728
1143,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00623726,,N,13.1029379494516
1144,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02378828,,N,50.0457717438841
1145,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0184598,,N,38.7730863648235
1146,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05346403,,N,112.226237982823
1147,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02391741,,N,50.3339466356773
1148,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05321172,,N,111.912663909733
1149,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01607625,,N,33.7993691762284
1150,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01105032,,N,23.2327623410457
1151,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00904335,,N,19.0120098179931
1152,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00714737,,N,15.0315387993332
1153,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07624075,,N,160.053442770428
1154,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01046813,,N,22.0432381102862
1155,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01302487,,N,27.4270086904458
1156,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01280459,,N,26.9339107485197
1157,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03376852,,N,70.9289177139021
1158,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02461306,,N,51.6616931523585
1159,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01209817,,N,25.3814552633617
1160,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00932118,,N,19.5527910727705
1161,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00703527,,N,14.786776790611
1162,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01122459,,N,23.5916315259822
1163,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00616988,,N,12.9446298689186
1164,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0186105,,N,39.0950281522056
1165,Trolley Trail,WEST_FAIRMOUNT,,<Null>,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00341521,,N,7.16909462215642
1166,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07539354,,N,158.4156299349
1167,Trolley Trail,WEST_FAIRMOUNT,,<Null>,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00277195,,N,5.82939383921104
1168,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01647683,,N,34.6579175036005
1169,Minor Trail,WEST_FAIRMOUNT,Kitchen Sink,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,1.00864181,,N,2121.1098032334
1170,Minor Trail,WEST_FAIRMOUNT,Brass Monkey,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17070948,,N,358.595666158878
1171,Minor Trail,WEST_FAIRMOUNT,Brass Monkey,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02933709,,N,61.5652124295295
1172,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07402731,,N,155.560926712704
1173,Minor Trail,WEST_FAIRMOUNT,Short-n-Sweet,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01673598,,N,35.2392121400756
1174,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03877052,,N,81.5034687849199
1175,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03224062,,N,67.6501207268336
1176,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02878948,,N,60.4274591345083
1177,Belmont Cross Country Trail,WEST_FAIRMOUNT,Army Road,Belmont Cross Country Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.06644505,,N,139.417222632145
1178,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02795807,,N,58.6849310477374
1179,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00954316,,N,20.0543975916187
1180,Minor Trail,WEST_FAIRMOUNT,CX,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21875846,,N,459.88140109014
1181,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01619196,,N,34.0782045922959
1182,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11597819,,N,244.023408036338
1183,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0076229,,N,15.9924789235361
1184,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00787975,,N,16.5782173578804
1185,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01234465,,N,25.9398556317142
1186,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01675217,,N,35.2565638240058
1187,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00994911,,N,20.9144585761219
1188,Minor Trail,WEST_FAIRMOUNT,Mousetrap,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05008212,,N,105.322350655547
1189,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07153849,,N,150.155465133972
1190,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05847475,,N,122.723069875664
1191,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01821281,,N,38.2195157072309
1192,Minor Trail,WEST_FAIRMOUNT,South Edgley,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05014412,,N,105.45768620199
1193,Minor Trail,WEST_FAIRMOUNT,Mighty Mouse,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.61224163,,N,1286.94524176205
1194,Minor Trail,WEST_FAIRMOUNT,Wild Mouse,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00778372,,N,16.332970965729
1195,Minor Trail,WEST_FAIRMOUNT,Mighty Mouse,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01959291,,N,41.2155766570594
1196,Minor Trail,WEST_FAIRMOUNT,Mighty Mouse,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00624313,,N,13.1302902820561
1197,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15740745,,N,330.388890508041
1198,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00889813,,N,18.6752412113691
1199,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01113666,,N,23.4180865501013
1200,Minor Trail,WEST_FAIRMOUNT,Edgley-Chamounix Path,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00654105,,N,13.748120697144
1201,Minor Trail,WEST_FAIRMOUNT,Edgley-Chamounix Path,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01751209,,N,36.835444023756
1202,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02280657,,N,47.9784928371082
1203,Minor Trail,WEST_FAIRMOUNT,Wild Mouse,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07314222,,N,153.728817526288
1204,Minor Trail,WEST_FAIRMOUNT,Wild Mouse,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03218573,,N,67.6537945052932
1205,Minor Trail,WEST_FAIRMOUNT,Wild Mouse,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.69983205,,N,1470.68026428174
