OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
872,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03026405,,N,63.5791367996603
873,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.19428884,,N,408.184656734921
874,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06799826,,N,143.364173679723
875,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1886146,,N,396.320799967637
876,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11022389,,N,232.010772077349
877,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.24604136,,N,517.208930653408
878,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02697075,,N,56.8208477302235
879,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.226298,,N,476.143184472074
880,Pennypack-Lorimer Connector,PENNYPACK,,Pennypack-Lorimer Connector,,MAJOR,SOFT,EXISTING,,Y,Y,Y,Y,N,N,N,0.21541848,,N,453.815310527351
881,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.12599897,,N,265.329838226797
882,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04041612,,N,84.9533441174473
883,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.16376013,,N,345.038622651378
884,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.05054277,,N,106.410743353782
885,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.08359899,,N,175.913495305907
886,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16820349,,N,353.753653853955
887,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14666929,,N,308.528813028381
888,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03467799,,N,73.1342880111147
889,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.18422863,,N,387.624735804744
890,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.37127111,,N,781.540784490477
891,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16210655,,N,341.224359859891
892,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08612405,,N,181.397598502783
893,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.29245308,,N,615.02274887472
894,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08355893,,N,175.697394382313
895,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02648196,,N,55.8472268899515
896,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.28524716,,N,600.245547047143
897,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09678199,,N,203.773876636586
898,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12153691,,N,255.839481874439
899,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.18978866,,N,399.851296975249
900,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14718718,,N,310.088733450152
901,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03889934,,N,81.91371296275
902,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12675833,,N,266.527278536359
903,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01745024,,N,36.7998166193425
904,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01323607,,N,27.902841723223
905,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17650539,,N,371.790057352858
906,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.32881634,,N,692.311298392635
907,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0757387,,N,159.510428659125
908,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08105467,,N,170.805423199929
909,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03878903,,N,81.7944019922324
910,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04133875,,N,86.9518897795159
911,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01624528,,N,34.2494033961846
912,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04217404,,N,88.6923761905697
913,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06036396,,N,127.100210377118
914,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06358762,,N,133.92573916247
915,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07355723,,N,154.961554193986
916,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0669167,,N,141.019990079403
917,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01476081,,N,31.1255380229898
918,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02966569,,N,62.360282282651
919,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01188364,,N,25.0420928937912
920,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21132641,,N,445.243535470196
921,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04583708,,N,96.4727806397517
922,Pennypack Trail,NORTH_DELAWARE,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.16861784,,N,354.849448488833
923,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.27377083,,N,575.712943644567
924,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.07604461,,N,159.836006530979
925,Pennypack Trail,NORTH_DELAWARE,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.23099199,,N,485.948522849496
926,Baxter Trail,NORTH_DELAWARE,,Baxter Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.10841247,,N,228.194156157242
927,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.09164032,,N,193.047139926389
928,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01206149,,N,25.4033311568923
929,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00655355,,N,13.7687901576813
930,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.17659534,,N,371.975535115984
931,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04280078,,N,89.9766724693617
932,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.02894348,,N,60.9402696670455
933,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04700868,,N,98.9166948474029
934,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.08994384,,N,189.398555509219
935,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01092368,,N,23.0220976371541
936,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.14232522,,N,299.442414093497
937,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01158475,,N,24.412500743771
938,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01631103,,N,34.3733213941231
939,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00631194,,N,13.2948008843045
940,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.07582591,,N,159.714999409737
941,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.15674919,,N,329.4619021481
942,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10216304,,N,215.304781330729
943,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09228227,,N,194.623920882091
944,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03281555,,N,68.9719955929354
945,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09226423,,N,194.188288798279
946,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02997318,,N,63.0330171846896
947,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03111826,,N,65.4117474783572
948,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01303135,,N,27.4792859518846
949,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02975283,,N,62.5352142957414
950,Minor Trail,POQUESSING,,<Null>,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00522943,,N,11.0005290134029
951,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04087293,,N,86.1466138679587
952,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05756419,,N,121.325939438644
953,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05103483,,N,107.636052091304
954,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05042694,,N,106.368002478355
955,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02806826,,N,59.0261809758206
956,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03084465,,N,64.9248003770646
957,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14699499,,N,309.507578521991
958,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06131331,,N,128.908548141837
959,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.24006912,,N,506.251059192789
960,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04235657,,N,89.0123067680818
961,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09653364,,N,203.359719989349
962,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.21002428,,N,441.539075593441
963,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05069979,,N,106.636295019908
964,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.07041419,,N,147.904372303054
965,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.05494847,,N,115.296976778527
966,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.01699212,,N,35.7394234459565
967,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.04680123,,N,98.3384280928339
968,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.11447619,,N,240.458625818293
969,Schuylkill River Park Spur,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,Y,Y,N,N,0.13597874,,N,285.639770718138
970,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02775972,,N,58.22837939806
971,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0038946,,N,8.17213581283812
972,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01517281,,N,31.9223418428567
973,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.05601635,,N,117.515264874862
974,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02845187,,N,59.8471667623789
975,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0143182,,N,30.1293700831588
976,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01767426,,N,37.1369415267927
977,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0143826,,N,30.269126978447
978,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00886789,,N,18.5962319446717
979,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02434898,,N,51.1049066648274
980,Minor Trail,SCHUYLKILL_RIVER_PARK,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00499079,,N,10.4778777346125
981,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01313764,,N,27.5898237564869
982,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01609161,,N,33.7515913911228
983,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04908846,,N,103.090502636651
984,Locust Street Spur,SRT_SCHUYLKILL_BANKS,,Minor Trail,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.03646616,,Y,76.5270204929748
985,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01960617,,Y,41.2320636469241
986,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01975404,,Y,41.5325388241987
987,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.05865349,,Y,123.376637106474
988,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.05606035,,Y,117.907535476534
989,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.04339483,,Y,91.2808027642213
990,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.04742715,,Y,99.7492389410867
991,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02038958,,Y,42.9112103566606
992,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02069532,,Y,43.5429710021504
993,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0165525,,N,34.7962511320075
994,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01830622,,Y,38.3852005549181
995,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.14972091,,N,314.860380794949
996,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00821602,,N,17.2734767882105
997,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00823159,,N,17.2640031429923
998,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09815923,,N,206.391724165197
999,Fountain Street Steps,SRT_TOWPATH,,Fountain Street Steps,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.07442254,,Y,156.537747414133
1000,Minor Trail,SRT_TOWPATH,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02860492,,Y,60.1148558818346
1001,Canal View Spur,SRT_TOWPATH,,Canal View Spur,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00739146,,Y,15.5629336379824
1002,Minor Trail,SRT_TOWPATH,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00659674,,Y,13.8629725625979
1003,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,1.47952242,,N,3114.20168966073
1004,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.12215153,,N,256.715084543006
1005,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03199883,,N,67.1972854235529
1006,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05595108,,N,117.725995383764
1007,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.20340846,,N,427.224571881664
1008,Locust Street Spur,COBBS_LOWER,,Locust Spur,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05854102,,N,123.128907446415
1009,Minor Trail,MORRIS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.10433466,,N,219.589811500004
1010,Minor Trail,MORRIS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01385761,,N,29.1357342286587
1011,Minor Trail,MORRIS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.0219758,,N,46.2466341164934
1012,Minor Trail,MORRIS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01148439,,N,24.115646329764
1013,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.32765262,,N,687.157612930416
1014,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1302078,,N,273.492241803038
1015,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03784818,,N,79.4769321915159
1016,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.31706397,,N,665.345112480339
1017,Minor Trail,NORTH_DELAWARE,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01707498,,N,35.934170190315
1018,Minor Trail,POQUESSING,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21491847,,N,452.189832709414
1019,Walbach St Spur,NORTH_DELAWARE,,K&T - Tacony Spur,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.35658612,,N,750.096667178785
1020,Minor Trail,OTHER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0318934,,N,67.0786341773739
1021,Minor Trail,OTHER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11407271,,N,239.731778736663
1022,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.09330331,,N,196.141881538198
1023,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.08599009,,N,180.661397273871
1024,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.00792293,,N,16.6799471099724
1025,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.1362206,,N,286.429544431579
1026,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.08613497,,N,180.930867776468
1027,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.02585014,,N,54.3395817568474
1028,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.03423236,,N,72.0757732909249
1029,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.03829635,,N,80.5469485390313
1030,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.02935533,,N,61.6763037016651
1031,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.02532219,,N,53.2035317672545
1032,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.0568205,,N,119.347876309993
1033,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.13351555,,N,280.872376517507
1034,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.08676711,,N,182.40072930532
1035,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.1000569,,N,210.119488517287
1036,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.03817668,,N,80.3427972653594
1037,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08068361,,N,169.572139688342
1038,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01084785,,N,22.7682590944189
1039,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06864423,,N,144.580697712105
1040,Minor Trail,FDR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.10980798,,N,230.672531333081
1041,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,<Null>,Y,Y,Y,N,N,N,N,0.14315231,,N,300.832844145219
1042,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,<Null>,Y,Y,Y,N,N,N,N,0.07403237,,N,155.655245390277
1043,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03432208,,N,72.2483519044286
1044,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23583774,,N,495.744314038971
